id,replay_file,game_version,map,game_type,duration,winner,players,timestamp
17,"/Users/tonyblum/Library/Application Support/CrossOver/Bottles/Steam/drive_c/users/crossover/Games/Age of Empires 2 DE/76561198065420384/SaveGame/old_replays/MP Replay v101.103.2359.0 @2025.02.26 142656 (1).aoe2record",Version.DE,"{""name"": ""Arena"", ""size"": ""Tiny""}","(0, 'Random Map')",2884,Kaiomatico,"[{""name"": ""Emaren"", ""civilization"": 16, ""winner"": false, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}, {""name"": ""Kaiomatico"", ""civilization"": 8, ""winner"": true, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}]","2025-02-26 14:26:56.000000"
18,"/Users/tonyblum/Library/Application Support/CrossOver/Bottles/Steam/drive_c/users/crossover/Games/Age of Empires 2 DE/76561198065420384/SaveGame/old_replays/MP Replay v101.103.2359.0 @2025.02.26 134142 (1).aoe2record",Version.DE,"{""name"": ""Arabia"", ""size"": ""Tiny""}","(0, 'Random Map')",2687,Emaren,"[{""name"": ""Emaren"", ""civilization"": 16, ""winner"": true, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}, {""name"": ""pablocxp23"", ""civilization"": 35, ""winner"": false, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}]","2025-02-26 13:41:42.000000"
19,"/Users/tonyblum/Library/Application Support/CrossOver/Bottles/Steam/drive_c/users/crossover/Games/Age of Empires 2 DE/76561198065420384/SaveGame/old_replays/MP Replay v101.103.2359.0 @2025.03.13 220552 (1).aoe2record",Version.DE,"{""name"": ""Arena"", ""size"": ""Tiny""}","(0, 'Random Map')",2381,Emaren,"[{""name"": ""Emaren"", ""civilization"": 16, ""winner"": true, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}, {""name"": ""skuo0747"", ""civilization"": 13, ""winner"": false, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}]","2025-03-13 22:05:52.000000"
20,"/Users/tonyblum/Library/Application Support/CrossOver/Bottles/Steam/drive_c/users/crossover/Games/Age of Empires 2 DE/76561198065420384/SaveGame/old_replays/MP Replay v101.103.2359.0 @2025.02.26 111942 (1).aoe2record",Version.DE,"{""name"": ""Arabia"", ""size"": ""Tiny""}","(0, 'Random Map')",532,enrike.sale,"[{""name"": ""Emaren"", ""civilization"": 16, ""winner"": false, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}, {""name"": ""enrike.sale"", ""civilization"": 4, ""winner"": true, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}]","2025-02-26 11:19:42.000000"
21,"/Users/tonyblum/Library/Application Support/CrossOver/Bottles/Steam/drive_c/users/crossover/Games/Age of Empires 2 DE/76561198065420384/SaveGame/old_replays/MP Replay v101.103.2359.0 @2025.02.26 164715 (1).aoe2record",Version.DE,"{""name"": ""Golden Stream"", ""size"": ""Tiny""}","(0, 'Random Map')",3361,Cogotin,"[{""name"": ""Emaren"", ""civilization"": 16, ""winner"": false, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}, {""name"": ""Cogotin"", ""civilization"": 37, ""winner"": true, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}]","2025-02-26 16:47:15.000000"
22,"/Users/tonyblum/Library/Application Support/CrossOver/Bottles/Steam/drive_c/users/crossover/Games/Age of Empires 2 DE/76561198065420384/SaveGame/old_replays/MP Replay v101.103.2359.0 @2025.02.26 183125 (2).aoe2record",Version.DE,"{""name"": ""Golden Stream"", ""size"": ""Tiny""}","(0, 'Random Map')",3241,Emaren,"[{""name"": ""rolandocasasroldan"", ""civilization"": 31, ""winner"": false, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}, {""name"": ""Emaren"", ""civilization"": 16, ""winner"": true, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}]","2025-02-26 18:31:25.000000"
23,"/Users/tonyblum/Library/Application Support/CrossOver/Bottles/Steam/drive_c/users/crossover/Games/Age of Empires 2 DE/76561198065420384/SaveGame/old_replays/MP Replay v101.103.2359.0 @2025.03.01 185410 (2).aoe2record",Version.DE,"{""name"": ""MegaRandom"", ""size"": ""Tiny""}","(0, 'Random Map')",2498,Emaren,"[{""name"": ""3397254139"", ""civilization"": 35, ""winner"": false, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}, {""name"": ""Emaren"", ""civilization"": 16, ""winner"": true, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}]","2025-03-01 18:54:10.000000"
24,"/Users/tonyblum/Library/Application Support/CrossOver/Bottles/Steam/drive_c/users/crossover/Games/Age of Empires 2 DE/76561198065420384/SaveGame/old_replays/MP Replay v101.103.2359.0 @2025.02.28 225923 (1).aoe2record",Version.DE,"{""name"": ""Arena"", ""size"": ""Tiny""}","(0, 'Random Map')",108,"Chief Anderton","[{""name"": ""Emaren"", ""civilization"": 5, ""winner"": false, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}, {""name"": ""Chief Anderton"", ""civilization"": 1, ""winner"": true, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}]","2025-02-28 22:59:23.000000"
25,"/Users/tonyblum/Library/Application Support/CrossOver/Bottles/Steam/drive_c/users/crossover/Games/Age of Empires 2 DE/76561198065420384/SaveGame/old_replays/MP Replay v101.103.2359.0 @2025.02.25 121208 (1).aoe2record",Version.DE,"{""name"": ""Arabia"", ""size"": ""Tiny""}","(0, 'Random Map')",3589,Vaquero40,"[{""name"": ""Emaren"", ""civilization"": 28, ""winner"": false, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}, {""name"": ""Vaquero40"", ""civilization"": 16, ""winner"": true, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}]","2025-02-25 12:12:08.000000"
26,"/Users/tonyblum/Library/Application Support/CrossOver/Bottles/Steam/drive_c/users/crossover/Games/Age of Empires 2 DE/76561198065420384/SaveGame/old_replays/MP Replay v101.103.2359.0 @2025.02.26 112732 (2).aoe2record",Version.DE,"{""name"": ""African Clearing"", ""size"": ""Tiny""}","(0, 'Random Map')",4149,Emaren,"[{""name"": ""green"", ""civilization"": 6, ""winner"": false, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}, {""name"": ""Emaren"", ""civilization"": 16, ""winner"": true, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}]","2025-02-26 11:27:32.000000"
27,"/Users/tonyblum/Library/Application Support/CrossOver/Bottles/Steam/drive_c/users/crossover/Games/Age of Empires 2 DE/76561198065420384/SaveGame/old_replays/MP Replay v101.103.2359.0 @2025.02.01 175817 (2).aoe2record",Version.DE,"{""name"": ""Arabia"", ""size"": ""Tiny""}","(0, 'Random Map')",11,"kinga d' FROSCH","[{""name"": ""kinga d' FROSCH"", ""civilization"": 36, ""winner"": true, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}, {""name"": ""Emaren"", ""civilization"": 16, ""winner"": false, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}]","2025-02-01 17:58:17.000000"
28,"/Users/tonyblum/Library/Application Support/CrossOver/Bottles/Steam/drive_c/users/crossover/Games/Age of Empires 2 DE/76561198065420384/SaveGame/old_replays/MP Replay v101.103.2359.0 @2025.03.12 193110 (1).aoe2record",Version.DE,"{""name"": ""Passage"", ""size"": ""Tiny""}","(0, 'Random Map')",2064,Emaren,"[{""name"": ""Emaren"", ""civilization"": 16, ""winner"": true, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}, {""name"": ""yourfriendmad15"", ""civilization"": 7, ""winner"": false, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}]","2025-03-12 19:31:10.000000"
29,"/Users/tonyblum/Library/Application Support/CrossOver/Bottles/Steam/drive_c/users/crossover/Games/Age of Empires 2 DE/76561198065420384/SaveGame/old_replays/MP Replay v101.103.2359.0 @2025.02.26 173651 (2).aoe2record",Version.DE,"{""name"": ""Haboob"", ""size"": ""Tiny""}","(0, 'Random Map')",98,"牛你吗战士","[{""name"": ""\u725b\u4f60\u5417\u6218\u58eb"", ""civilization"": 2, ""winner"": true, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}, {""name"": ""Emaren"", ""civilization"": 16, ""winner"": false, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}]","2025-02-26 17:36:51.000000"
30,"/Users/tonyblum/Library/Application Support/CrossOver/Bottles/Steam/drive_c/users/crossover/Games/Age of Empires 2 DE/76561198065420384/SaveGame/old_replays/MP Replay v101.103.2359.0 @2025.02.25 033242 (2).aoe2record",Version.DE,"{""name"": ""Arabia"", ""size"": ""Medium""}","(0, 'Random Map')",850,yuyu,"[{""name"": ""hagi4ever"", ""civilization"": 1, ""winner"": true, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}, {""name"": ""Emaren"", ""civilization"": 16, ""winner"": false, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}, {""name"": ""yuyu"", ""civilization"": 10, ""winner"": true, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}, {""name"": ""KLEGE_MOULIKO"", ""civilization"": 26, ""winner"": false, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}]","2025-02-25 03:32:42.000000"
31,"/Users/tonyblum/Library/Application Support/CrossOver/Bottles/Steam/drive_c/users/crossover/Games/Age of Empires 2 DE/76561198065420384/SaveGame/old_replays/MP Replay v101.103.2359.0 @2025.02.01 174937 (3).aoe2record",Version.DE,"{""name"": ""Arena"", ""size"": ""Medium""}","(0, 'Random Map')",658,Emaren,"[{""name"": ""blackfile"", ""civilization"": 13, ""winner"": true, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}, {""name"": ""gargathh"", ""civilization"": 10, ""winner"": false, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}, {""name"": ""Emaren"", ""civilization"": 16, ""winner"": true, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}, {""name"": ""osh tekk Kotal Gama"", ""civilization"": 39, ""winner"": false, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}]","2025-02-01 17:49:37.000000"
32,"/Users/tonyblum/Library/Application Support/CrossOver/Bottles/Steam/drive_c/users/crossover/Games/Age of Empires 2 DE/76561198065420384/SaveGame/old_replays/MP Replay v101.103.2359.0 @2025.02.26 205558 (2).aoe2record",Version.DE,"{""name"": ""MegaRandom"", ""size"": ""Tiny""}","(0, 'Random Map')",137,federico.a.m97,"[{""name"": ""federico.a.m97"", ""civilization"": 22, ""winner"": true, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}, {""name"": ""Emaren"", ""civilization"": 16, ""winner"": false, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}]","2025-02-26 20:55:58.000000"
33,"/Users/tonyblum/Library/Application Support/CrossOver/Bottles/Steam/drive_c/users/crossover/Games/Age of Empires 2 DE/76561198065420384/SaveGame/old_replays/MP Replay v101.103.2359.0 @2025.03.06 202005 (1).aoe2record",Version.DE,"{""name"": ""MegaRandom"", ""size"": ""Tiny""}","(0, 'Random Map')",2767,yanyu861,"[{""name"": ""Emaren"", ""civilization"": 16, ""winner"": false, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}, {""name"": ""yanyu861"", ""civilization"": 28, ""winner"": true, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}]","2025-03-06 20:20:05.000000"
34,"/Users/tonyblum/Library/Application Support/CrossOver/Bottles/Steam/drive_c/users/crossover/Games/Age of Empires 2 DE/76561198065420384/SaveGame/old_replays/MP Replay v101.103.2359.0 @2025.02.26 214531 (1).aoe2record",Version.DE,"{""name"": ""Arabia"", ""size"": ""Tiny""}","(0, 'Random Map')",1997,CookedCurry,"[{""name"": ""Emaren"", ""civilization"": 16, ""winner"": false, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}, {""name"": ""CookedCurry"", ""civilization"": 12, ""winner"": true, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}]","2025-02-26 21:45:31.000000"
